"","Year","Month returned from trip","Sydney","Central Coast","Hunter","North Coast NSW","South Coast","Snowy Mountains","Capital Country","The Murray","Riverina","Central NSW","New England North West","Outback NSW","Blue Mountains","Canberra","Melbourne","Peninsula","Geelong and the Bellarine","Western Grampians","Lakes","Gippsland","Phillip Island","Central Murray","Goulburn","High Country","Melbourne East","Upper Yarra","Murray East","Wimmera_Mallee","Great Ocean Road","Bendigo Loddon","Spa Country","Ballarat","Central Highlands","Macedon","Gold Coast","Brisbane","Sunshine Coast","Central Queensland","Bundaberg","Fraser Coast","Mackay","Whitsundays","Northern","Tropical North Queensland","Darling Downs","Outback","Adelaide","Barossa","Adelaide Hills","Limestone Coast","Fleurieu Peninsula","Kangaroo Island","Murraylands","Riverland","Clare Valley","Flinders Ranges and Outback","Eyre Peninsula","Yorke Peninsula","Experience Perth","Australia's Coral Coast","Australia's South West","Australia's North West","Australia's Golden Outback","Hobart and the South","East Coast","Launceston, Tamar and the North","North West","Wilderness West","Darwin","Kakadu Arnhem","Katherine Daly","Barkly","Lasseter","Alice Springs","MacDonnell"
"90",NA,"June",497.4234366,97.0791435,160.9059843,315.8990261,173.6813403,30.9011393,67.5511739,67.9293115,65.5139965,142.3028132,77.7029241,20.3526716,45.0035892,159.4097956,417.3803168,65.0692192,68.6913569,9.7870665,48.4661073,50.7962321,38.8198117,80.0238056,21.974325,63.8913576,23.5031799,18.0768553,3.9861966,105.4808343,86.7302546,38.2214315,9.8670996,42.2503709,12.0528978,22.2850098,198.0338568,348.9000669,244.1776015,68.4314862,32.7658763,69.7791348,45.2312014,61.695364,66.7407423,95.2441895,116.245091,29.9822559,131.8757884,10.3106555,8.9597567,37.6664041,34.9089031,7.1666344,13.1617679,21.9961489,13.6293268,49.9523228,21.3252099,22.7617038,207.1609264,59.7978087,133.5771318,39.3351676,55.9213398,52.8147687,13.8663165,51.2369913,21.1179862,2.5905468,52.1933916,20.4018775,36.9232312,5.7817149,10.8703131,17.5415419,5.8608684
"91",NA,"July",661.7860871,59.7013183,207.8808384,290.2861418,192.9706265,114.9662301,52.642559,92.7859708,73.8099197,149.7983459,122.6188982,44.6520456,57.6724713,213.277115,566.3474709,60.9439377,33.4719466,30.3859142,36.2870266,58.6823008,30.2688283,58.0412104,42.9444774,124.0134692,11.492652,27.9084029,1.2922104,43.037123,101.223158,62.4204961,40.660345,31.0984303,17.565624,11.9056709,305.3914348,381.7520342,227.1241458,83.8584917,55.0447794,43.1685582,43.6409035,47.3292843,67.3015259,144.9638136,75.3921854,57.3150097,163.2963915,24.1736754,6.7949896,40.5115829,40.8132955,4.4788931,21.3091685,20.7177787,20.8412422,54.9822674,21.290204,24.5872094,222.75261,63.5772199,129.4876169,51.4808723,51.5769204,69.4118555,14.7844127,54.2816594,23.3099685,6.8684604,100.7964052,32.3201199,38.9650275,4.9270536,39.5145469,43.9562998,15.8895464
"92",NA,"August",532.9577605,66.6265648,174.6345605,240.6150587,174.8067755,94.1286246,58.9775879,58.8785071,70.6534131,155.5525899,136.9989038,24.7313256,54.1205197,169.4268486,436.6992551,34.4508665,37.1309134,18.061701,43.0664729,61.7900512,7.2168802,31.9339364,29.2312534,119.4307891,27.200029,9.6683584,7.0652925,62.603148,80.5686042,39.8959675,7.805723,46.8348957,18.2656581,3.7519189,258.8931878,382.0267517,150.2285889,86.3708585,37.5999818,51.4710775,82.4566159,28.5244727,83.7501262,155.6143485,161.7816018,82.056317,189.0605188,8.6265986,5.0842578,25.3349069,30.0635136,12.4939725,27.4851911,32.5249117,5.9670383,46.2047668,21.5858261,13.2300152,241.9411252,69.1100818,102.0127088,53.2549567,43.3905565,45.4363075,11.3892368,32.5743637,13.9963429,6.6922851,70.8101977,12.9245182,26.0818633,13.6445789,16.1636288,31.9354707,5.7955663
"93",NA,"September",589.1054205,79.4160063,179.8909658,329.4370478,187.5242386,95.5043184,46.7205276,88.8486118,72.0821778,160.54358,136.3004828,39.9277067,56.3206382,194.4567315,465.3361133,36.3083231,63.9615386,9.1375217,46.0917783,60.464503,39.3690581,51.8188203,22.0074072,124.1164005,13.4199358,17.5661063,13.4117356,95.6443917,69.4466213,48.3043946,16.9127774,16.6863128,19.782501,11.3672146,331.0926646,406.3469495,221.3261728,143.2610236,55.442063,77.6415842,47.7043816,58.7698998,66.0179467,122.3867994,104.4649202,73.7860468,178.4484172,26.382065,6.1414952,39.1878941,30.5649246,3.1602997,17.8203161,29.8042385,12.4209635,51.3935079,35.5635662,20.3633987,227.1777068,78.6549761,121.8430773,51.8781448,72.6984034,65.6885487,22.9849916,43.0570832,18.6300791,12.056685,64.5716197,17.9284309,29.3410458,17.0432835,21.7532489,28.4365118,7.4418928
"94",NA,"October",528.2369147,109.1011436,251.0378522,315.6420234,223.1556069,47.1080107,67.1891919,78.5048188,70.7611141,150.8637321,120.2100003,32.498359,62.2425315,178.0061357,560.7916913,49.1338934,62.8988706,13.4749796,34.6099406,63.387631,48.4998922,41.1219716,34.159854,84.6481327,22.2024776,45.6676906,5.263598,53.1769263,78.012108,60.3594846,8.8531022,44.3782629,29.922534,19.0010891,325.0633668,402.0421015,228.0862996,96.0664263,44.242208,33.1323337,53.648709,61.1161036,64.4198594,109.1501751,88.5500186,40.4678463,136.1222673,21.3327355,10.1178388,49.0651552,67.5742187,5.0424081,20.4109229,32.1824602,12.6794534,64.7916352,32.5388305,40.7929455,221.6955926,50.0462155,156.4460574,44.3219884,57.8122436,54.9305436,20.700473,27.4636334,14.0173981,3.0744841,38.4463827,13.7569493,15.5304103,3.5030395,13.917176,30.553459,3.8698072
"95",NA,"November",686.7920703,87.1735617,192.7234013,315.0801513,219.5307039,20.5676105,87.8096906,63.1358812,42.6918522,143.654993,98.4661587,38.7382347,47.5640815,136.9278291,524.1009278,94.5313891,68.740554,34.7486319,54.4066163,59.1393588,84.6974958,47.8514422,48.566788,83.7816132,43.5288623,28.5590679,14.0456905,40.9386484,91.7003889,72.8070918,8.8430137,27.5657015,35.9698404,16.4769176,278.4034596,370.4599012,284.7964278,78.1957471,19.1914628,56.4387501,50.9097624,67.2851397,70.5926616,137.9148191,76.9931095,22.071198,196.5467825,13.7612435,3.7049077,49.2433986,36.9112643,0,16.4805447,13.0246598,18.8244973,36.5534033,21.5985824,22.1976722,255.8023876,52.4185858,166.5089224,64.8678455,61.133734,100.206004,29.1682902,45.03383,26.2987243,9.6373636,24.745628,6.9172394,10.0001502,4.3622705,9.2036054,18.6879433,0.2014299
"96",NA,"December",692.4691938,112.2198331,220.3990005,311.497699,261.6726352,42.2996374,56.930041,105.6075189,57.7710242,169.2180109,71.691739,29.9318167,49.4969092,109.6892017,529.1066636,96.3505379,104.888378,10.7649813,32.9962008,93.3423284,72.1331133,66.5666341,52.4486642,72.8711079,20.595994,19.990213,5.0695165,107.0312357,126.1783244,45.1468987,18.7707415,46.7430107,23.4998204,13.29018,267.9002838,367.1677676,269.268476,81.4184056,31.1660112,75.8740846,53.9932951,41.4075169,26.6735479,69.6456001,121.0633801,45.5658451,182.2013395,12.2423905,9.1359959,36.5002693,41.4241884,6.7020286,26.2757643,17.4713645,15.7144126,29.086433,32.2735385,43.7740065,210.2388098,52.5392458,181.2953787,36.7444525,45.6654796,81.3635634,24.1891435,49.6420409,30.7319855,25.234493,23.2324465,3.2033618,9.3002,5.4014197,3.7973338,14.4845658,0
"97",2006,"January",815.126178,260.209024,396.249076,597.729501,630.164035,62.58161,67.661938,118.70517,104.011077,220.239913,156.378223,25.475746,64.926465,194.131417,756.778581,232.492308,252.118882,32.650387,73.391659,167.336214,156.822752,77.321151,63.292157,160.337542,37.649387,38.899355,19.114601,96.928397,324.961031,76.225167,15.661253,59.204884,38.627933,24.103363,498.377447,563.414571,382.768868,106.817881,50.305723,92.862063,66.667309,43.915548,88.681907,140.2894,140.039939,55.854073,237.562706,36.400889,5.757775,75.488364,153.697068,26.320514,53.908883,47.953342,37.00141,54.037923,69.551649,86.072748,342.953292,62.334292,282.303935,28.016443,60.552241,179.25637,71.183135,76.397517,62.542458,16.274479,27.395515,17.995307,25.508309,8.255159,3.952376,20.361899,1.276502
"98",NA,"February",546.374921,117.171278,163.654927,310.629757,271.992933,22.249421,56.474383,54.684349,34.979384,105.085019,94.838289,21.731377,31.768214,98.719876,433.705234,101.221009,64.386454,17.123726,58.596057,90.850201,95.565759,47.084245,30.202123,68.459602,18.124124,35.1031,4.18092,36.604987,126.460264,70.210629,20.357889,43.267353,13.927547,3.401325,254.977438,310.358894,192.763719,63.16423,33.868737,36.828384,35.921793,32.51187,48.991395,100.396589,69.732272,40.211974,153.545182,10.251004,3.357007,43.465071,37.450187,3.883738,7.67504,17.438927,14.241934,15.703241,29.525614,31.940606,181.450754,42.026244,152.848039,32.691972,55.449428,77.805142,31.511791,56.271258,47.132174,8.578993,21.158895,4.511185,4.794168,5.482206,2.440962,14.834081,0.291988
"99",NA,"March",627.279239,110.736527,187.543483,273.734914,275.469837,41.195973,66.979469,95.923462,53.793175,130.228936,72.621145,20.002529,41.810955,157.332,544.263533,94.957978,67.604817,11.18175,61.444842,108.817766,54.733937,60.976405,52.915625,75.075611,23.713243,35.221038,19.961075,56.850379,129.160543,55.820698,33.326918,45.292316,23.612328,14.082915,207.419022,271.649833,136.762644,78.000424,11.372664,43.392292,48.447931,31.26634,65.121834,81.982776,93.35558,31.865056,198.484501,23.146244,8.827913,44.261711,35.378224,17.230698,25.828607,11.332275,22.607238,33.102309,27.372431,22.811799,218.278657,44.497463,172.561976,60.228023,68.935084,111.614592,27.248303,56.096907,41.857718,29.558678,30.155534,11.386865,9.904668,0.192478,1.783727,9.229731,5.292439
"100",NA,"April",749.769635,134.89682,274.842641,455.682485,363.807125,53.715624,92.401972,143.112986,93.745681,188.868195,152.704664,15.752492,74.325845,205.953218,590.338487,97.924617,104.853735,41.736041,64.275845,122.363781,54.1481,63.731146,41.494105,128.072037,41.791329,11.745125,12.652308,82.50247,164.162786,60.268951,25.494166,45.037011,44.940069,16.917194,260.561499,398.756487,289.869491,87.595414,37.255602,62.720001,42.756207,32.84905,64.114789,137.315917,133.283186,64.602777,224.69647,22.88386,5.964484,54.313228,60.509377,12.006071,34.484558,47.184342,12.242621,53.010156,36.103756,66.37892,308.414721,73.698062,241.734174,56.772267,80.358005,144.676051,38.419715,88.518879,62.081283,21.976492,35.4301,8.260553,17.785538,3.901665,10.088228,13.730827,7.102881
"101",NA,"May",578.896426,73.682798,173.441262,360.991483,173.690792,22.137246,59.601721,62.35605,49.457961,146.01102,85.189982,28.754094,47.70072,190.011832,595.742832,43.179246,47.413403,29.79831,42.825655,65.43169,11.858587,56.612519,36.486135,84.587441,31.815746,16.812908,10.456634,74.263967,73.680481,63.465251,26.58848,37.028849,21.400917,5.164769,289.643482,373.01225,170.4823,103.215426,54.670857,17.530759,40.003379,45.295342,105.775793,137.487965,132.854932,54.641084,171.850852,3.26351,5.968375,34.794327,32.39437,7.168409,25.270217,25.438391,13.659635,36.997022,22.906536,27.197508,183.197089,41.441063,129.961904,62.764653,54.495466,108.45991,31.805077,66.035453,45.154377,23.093112,27.812825,12.843377,10.610785,6.576119,5.845455,12.497196,3.973933
"102",NA,"June",670.664504,111.848405,239.297393,318.645794,162.523087,68.186505,85.286934,85.376365,81.653822,129.109308,100.344726,30.216489,55.960253,155.811697,544.998603,56.779661,80.895252,24.277105,46.217507,87.477751,33.588734,74.871899,49.532483,86.248901,24.624158,12.551302,11.014992,92.812859,93.597794,47.925568,22.644977,53.667684,24.441009,29.828392,286.922705,403.368739,197.836109,112.505112,50.780259,46.850386,61.110009,32.518754,76.539468,174.731204,102.057718,35.356463,199.593607,9.165399,6.879297,35.987441,51.572569,3.165351,20.882364,31.818655,12.988929,63.241827,21.798247,27.430387,254.647565,54.754323,144.647994,60.540614,81.651192,88.075401,21.436233,46.579069,22.187173,8.620006,43.424971,29.837292,20.959567,6.493262,24.73425,29.944129,3.19858
"103",NA,"July",564.750299,78.752665,243.28763,368.398464,195.159274,107.830377,50.063528,77.108704,48.058189,148.590605,106.128387,37.111254,71.538556,171.632966,517.476368,65.80178,65.613803,28.757177,41.733926,102.658768,22.502056,92.688654,23.239464,120.817186,31.89549,7.741407,4.902662,65.894705,70.477177,71.370358,20.521435,30.957704,12.786696,10.150543,259.505474,436.96501,174.113734,98.479858,40.290691,56.681517,84.973701,52.737942,58.51459,189.281173,129.523615,58.236228,164.083206,10.894891,9.401936,26.301503,47.239926,6.938962,16.350147,31.849355,12.279683,51.605237,20.698597,35.75369,274.364441,55.332154,144.104963,88.184544,54.8387,93.807711,12.741817,54.660242,20.586462,1.000899,72.306446,28.576013,18.572391,10.779062,10.707462,24.626609,3.220422
"104",NA,"August",619.999449,94.135291,174.218363,233.081713,159.786117,79.214535,86.61257,82.528007,58.779058,150.029916,133.770058,22.092889,44.962209,127.078019,491.276613,21.82484,50.083542,12.79573,30.384364,35.846808,13.846847,49.838316,41.429201,121.203061,18.753549,4.708516,7.487757,49.301414,78.638152,63.415414,20.58626,26.507151,19.010832,8.724921,256.732817,313.723255,178.407071,94.064403,27.18275,52.104085,57.889249,72.257658,115.400035,135.303999,82.030819,43.736158,165.116345,2.190748,5.161874,24.679478,31.913868,7.656283,6.677178,14.415856,10.451374,45.644837,26.152963,26.145275,232.190368,68.612973,101.162507,74.374103,57.118628,73.973362,10.78927,48.802613,16.601497,2.211189,68.735296,26.378334,39.087295,8.158112,8.428792,16.66514,4.006713
"105",NA,"September",637.428461,100.984461,167.778074,279.952729,189.435395,34.303068,66.208569,92.937985,85.167105,171.26647,83.688829,42.564276,47.417185,158.520321,479.285307,55.101131,54.179069,10.08261,48.555248,57.668458,60.819955,71.051619,34.317557,93.601238,17.845638,15.823041,8.971201,69.748767,64.619977,66.109524,20.565085,47.457532,36.929698,8.798228,334.51429,403.436259,250.235918,85.841016,44.183422,84.534076,45.567379,50.229612,100.36438,129.666864,152.75689,57.450814,182.682292,11.094393,4.222089,30.848222,22.871084,6.524373,18.784091,21.031161,10.306038,41.045994,24.580434,29.87261,233.740065,50.934471,124.595049,63.378868,68.622694,49.091418,11.842883,33.424722,24.035868,3.402205,40.820742,22.747175,27.349553,7.028571,11.904314,28.913196,5.833115
"106",NA,"October",696.787784,121.984105,250.236054,392.985085,327.432345,24.810873,83.199953,65.428255,64.416124,186.292398,126.226791,38.500852,85.368829,193.000421,554.787029,91.739754,68.096219,23.647584,33.224798,67.334598,55.77708,65.995779,42.815689,71.697926,34.138753,24.809528,4.398268,58.102883,138.115546,78.891501,19.35469,44.429637,34.44705,6.792196,382.192295,442.760965,291.292588,101.048806,30.825177,66.143659,75.4511,59.076602,132.127956,192.667889,164.672779,60.301521,209.08734,12.743438,12.834652,46.501329,52.475513,15.908588,27.622872,31.686312,15.447855,59.080129,62.956331,58.74321,342.888838,82.228806,197.181038,65.643994,79.463925,91.610111,21.352122,43.208027,32.526571,11.963783,50.546149,28.046926,18.35789,4.59591,14.423143,29.594357,0
"107",NA,"November",670.610164,103.053686,187.837135,363.172309,228.243096,41.243537,50.981704,105.539941,56.096573,120.49948,99.25695,17.359666,44.29526,117.969474,526.06235,42.713495,85.648417,19.067186,46.216254,67.118203,36.749306,61.222243,25.12775,126.855962,24.653864,31.055383,7.86884,51.631301,143.566264,53.475039,17.70229,49.872025,22.769197,7.865233,289.775203,354.8499,172.584583,96.010756,22.671313,58.730212,50.838805,45.399854,104.188621,83.806911,113.995629,42.936731,131.784618,21.544937,5.333064,32.502015,45.531373,8.313946,11.558989,29.059507,11.884235,28.49542,23.141355,32.394566,253.028616,57.179805,129.855688,26.03662,39.553116,69.468664,16.249119,38.928067,26.032786,8.715561,28.081824,15.680555,37.260662,6.628125,5.849781,25.442499,1.908482
"108",NA,"December",633.582905,116.876081,215.026109,331.266646,257.36225,27.620509,92.844047,58.725237,82.417981,123.538896,105.704094,34.76885,42.285487,133.647045,556.254927,119.046639,67.759931,27.718799,30.420708,99.140883,59.886184,57.230165,41.54398,69.128749,25.41498,11.597822,34.647908,64.337333,139.229755,48.9785,29.032316,42.660656,19.05227,27.284977,281.088086,350.25654,245.53748,106.873858,54.490131,23.297632,46.205538,40.402207,80.130408,95.682783,96.3456,39.684903,202.38138,16.350255,6.511607,31.848189,53.444942,0.700541,12.598439,18.503335,7.359969,20.677368,25.571722,41.554984,276.959733,55.788863,153.022464,47.12607,64.22212,81.130877,28.814429,50.94047,30.181103,7.424758,21.831478,5.809309,13.756319,1.81761,0,8.042684,0
"109",2007,"January",694.0289932,238.8957199,302.9782603,658.7994357,505.4793867,50.1951206,77.3159492,114.5040743,89.9085484,200.1114441,197.5078844,22.2028948,49.4520275,181.4457069,585.254376,268.4767003,181.3268856,19.3022323,112.8600089,146.3427848,190.2574086,110.670498,50.8348703,85.3898354,44.7438869,41.5995049,9.2738172,84.345982,337.5726439,76.7615202,22.1991627,63.1946797,31.2294857,24.7092795,468.467684,448.2814601,361.109362,112.5712933,52.3522205,83.0149594,47.6105024,37.90491,75.9939912,117.742047,115.3024573,61.501659,209.0339461,27.4480086,13.6754856,73.4018006,123.1069393,15.5739686,28.2752721,34.5729746,20.6981864,27.1837522,35.1739323,67.665242,296.9087256,63.4032916,296.5364889,27.948808,50.1012253,140.7316615,67.8305247,87.5417255,35.4115651,12.9420696,29.227393,11.084937,5.7378029,1.993804,9.413395,16.6547705,4.2887502
"110",NA,"February",483.6887478,93.676665,178.5360143,271.2176255,197.8074344,41.8746473,47.2493451,73.7309062,42.3147052,94.8328836,67.0978803,21.5075752,24.9408554,167.602361,368.6943943,112.0139704,73.8193561,15.9035715,36.6077039,46.5159037,58.6031356,49.0293583,35.6635298,37.9057017,22.5296372,12.867159,5.1910846,34.1021683,159.2936185,37.1617381,10.8503134,38.2070845,24.0893357,5.6601628,271.990885,311.2269814,215.8973036,59.4516814,23.678563,27.9238849,39.1202711,39.1791073,21.2375796,47.4767609,75.9093554,50.7859044,138.1030577,9.5879379,6.3921342,31.5993523,37.9957278,8.2529933,22.0051956,12.3991786,6.3986338,18.7267849,16.802168,27.9276507,207.8495566,44.7453092,155.1706189,39.3189751,54.9114522,96.6284037,28.2651877,58.7511355,34.6511365,15.8591719,15.951931,2.6120006,10.7899473,0.6324943,2.1520073,13.1711592,1.5619406
"111",NA,"March",630.8581766,86.9584117,266.9639524,322.4197876,224.4302468,48.7661116,66.62237,75.2399929,58.5702261,121.9459399,85.300486,16.4358897,68.023456,150.140513,505.7227894,106.8287976,63.8988784,16.494957,54.0183099,70.6656189,83.8420571,55.4828064,23.4589988,55.2113384,42.3440306,28.6747572,14.067484,61.4967305,174.7608632,59.9092103,25.3357913,74.1597399,43.9358641,15.2619564,240.4397025,377.6264951,247.0378585,84.9105044,44.5478251,36.5158327,33.5969655,59.4799539,46.2614283,83.9319649,104.5329691,21.9917301,263.944387,18.5379521,10.0886634,51.3142659,74.2993021,8.8219177,39.841261,24.1774968,12.179539,39.5437266,28.2047803,42.2456008,237.5962642,57.4932278,187.3398361,24.3404006,74.1358966,129.1623196,40.1078624,99.217121,75.4513092,33.98466,43.51605,10.6744324,16.0643896,2.4725028,1.4462815,7.6914443,1.2473028
"112",NA,"April",708.8751287,134.4965619,308.5129601,478.8246589,360.1913804,51.6148384,91.6465924,91.7540874,117.9532248,206.6995183,159.9386324,25.3322776,87.7807897,189.5809622,606.614331,103.6715727,60.7236481,11.4305332,97.6481907,131.2661014,60.1432133,98.3005192,56.2342602,99.973286,36.5041818,26.2784813,8.581184,62.1829614,177.9062318,85.8186971,26.6918731,55.7010748,33.2776966,21.3763694,389.4749305,381.7411162,321.2611637,153.2287292,86.1632409,48.397605,87.9439972,68.2242112,123.8174919,115.5739797,81.5619257,61.2233646,250.6184712,19.7009755,2.2171618,55.7106724,70.762129,13.1134634,21.6165436,46.7811359,21.1957473,60.3536628,30.1317371,38.5717416,309.9491772,75.2272857,199.0850693,23.648583,71.2929714,90.7562103,31.5284288,73.8789563,42.335106,17.0136158,33.1060663,5.6874697,5.2281445,1.9344214,17.1275261,26.2534612,2.3037835
"113",NA,"May",595.662229,98.979265,245.3378959,268.4244826,170.755402,44.7587779,81.1356692,69.3568141,46.5886783,158.8132761,109.0566897,37.1172335,67.6257616,144.7766529,502.3886151,50.3025161,65.5217867,16.2783437,47.3317333,64.2570192,28.1148415,49.7649933,41.0187419,88.0183887,27.3031754,16.721184,6.0476428,53.3058433,99.9129205,47.8083097,13.7412144,35.3764909,20.8303845,23.9457285,274.4028883,446.5605392,225.1546792,127.4498971,33.1390493,41.6701824,93.6911688,48.4868977,94.1531855,129.6187563,123.5120507,31.2716609,157.9806501,23.4934536,10.3467606,35.7655956,28.2164871,5.7175429,23.6731664,17.6859112,19.8771255,36.3024248,16.9403267,19.623105,214.0201392,52.8749978,119.2851444,49.9023009,46.8204004,72.0434764,21.5215096,46.679644,34.5406986,13.8858569,81.2805149,28.6407619,12.2079169,1.8296285,5.3143453,10.0170093,4.819095
"114",NA,"June",628.4713064,84.5216502,195.6928721,252.8545888,191.7373221,46.910487,83.0395934,78.6984728,45.1847026,159.471509,107.6602196,39.4799661,56.1750121,144.5319927,512.7409204,63.2081892,52.2366925,19.2875509,39.2429888,57.2932433,31.4117316,64.4973831,58.3017488,59.2670748,48.7107698,22.8183128,7.5387774,44.6701378,94.883595,51.5147334,26.4224301,80.7363156,25.9238404,20.3643559,300.4682271,452.621433,271.9479454,110.2587256,23.7530706,32.2260918,38.3480349,35.3621404,102.6225407,180.0587746,106.8697777,44.2034704,208.0291541,14.5820511,11.5430783,32.7567676,45.9495583,8.36356,27.1138702,39.3955431,7.5554315,43.7557881,33.2092935,35.0353846,280.9055044,68.068481,167.5349284,55.9030779,54.2617042,115.7123673,18.8392138,62.8038638,30.1697006,15.1009997,73.4633893,28.1290615,26.2084196,6.5096213,25.9701041,29.7630541,12.3555942
"115",NA,"July",677.6919861,75.9536613,249.5122332,343.3118013,227.9205934,86.0508876,68.2962328,100.3519062,78.842774,177.0865048,129.1039735,67.9547157,57.7207501,210.6894494,596.2676091,62.0228489,86.4918072,44.3960627,28.6986954,80.970291,37.601243,54.0652526,54.9578359,103.3730295,19.406528,21.918449,10.8583256,69.3985311,134.8236724,79.3653373,13.0712562,32.7787991,10.6382136,11.0365577,314.0605806,481.3280603,256.5838258,171.5918099,49.961743,50.1960266,86.9416328,63.0192353,153.6271359,147.5271252,123.0329296,60.4643012,205.2868696,15.7157312,4.0889767,42.6546787,50.5711777,9.8608722,33.7304576,31.2283619,13.7392023,56.971182,32.1466949,30.7762461,225.3579015,59.5944195,161.049111,65.6722888,70.4936622,73.4193352,18.9568399,51.0065985,28.2528477,16.7507204,76.5692477,35.2910977,35.7439873,18.2962202,20.9870718,26.6212692,3.9917583
